Year,Category,Title,Type,Quality,Units,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Note
2005,VEGETABLES,Calabrese,All Varieties,-,$/kg,,,,,0.99,1.11,0.9,1.11,0.83,0.88,0.92,1.1,
2005,VEGETABLES,Capsicums,Green,1st,$/kg,,,,,0.99,0.84,0.55,0.61,0.58,0.5,0.39,,
2005,VEGETABLES,Capsicums,Green,2nd,$/kg,,,,,0.62,0.63,0.46,0.36,0.34,0.38,0.33,,
2005,VEGETABLES,Capsicums,Green,Ave,$/kg,,,,,0.89,0.79,0.53,0.41,0.49,0.44,0.37,,
2005,VEGETABLES,Capsicums,Red,1st,$/kg,,,,,1.15,0.9,0.57,0.47,0.71,0.68,0.45,0.95,
2005,VEGETABLES,Capsicums,Red,2nd,$/kg,,,,,0.89,0.56,0.34,0.42,0.52,0.38,0.33,,
2005,VEGETABLES,Capsicums,Red,Ave,$/kg,,,,,1.1,0.77,0.48,0.43,0.65,0.59,0.39,,
2005,VEGETABLES,Carrots,Topped-Washed,1st,$/kg,0.24,0.22,0.24,0.36,0.29,0.37,0.32,0.32,0.3,0.3,0.27,0.28,
2005,VEGETABLES,Carrots,Topped-Washed,2nd,$/kg,0.17,0.17,0.17,0.23,0.19,,0.25,0.25,0.23,0.21,0.19,0.21,
2005,VEGETABLES,Carrots,Topped-Washed,Ave,$/kg,0.22,0.21,0.23,0.33,0.27,,0.32,0.31,0.29,0.28,0.26,0.27,
2005,VEGETABLES,Cauliflowers,Cornish,1st,$/head,0.45,0.62,0.65,0.41,,0.37,0.35,0.37,0.38,0.37,0.86,1.08,
2005,VEGETABLES,Cauliflowers,Cornish,2nd,$/head,0.29,0.64,0.59,,,0.27,0.36,0.36,0.24,0.2,,0.75,
2005,VEGETABLES,Cauliflowers,Cornish,Ave,$/head,0.41,0.62,0.64,,,0.28,0.36,0.37,0.28,0.36,,1.07,
2005,VEGETABLES,Cauliflowers,Kent,1st,$/head,0.52,0.69,0.57,0.44,0.48,0.45,0.41,0.4,0.36,0.33,0.64,0.79,
2005,VEGETABLES,Cauliflowers,Kent,2nd,$/head,0.36,0.52,0.28,0.28,0.34,0.3,0.3,,0.26,0.24,0.41,0.42,
2005,VEGETABLES,Cauliflowers,Kent,Ave,$/head,0.49,0.64,0.52,0.4,0.45,0.42,0.38,,0.34,0.31,0.62,0.76,
2005,VEGETABLES,Cauliflowers,Other,1st,$/head,0.42,0.47,0.42,0.36,0.46,0.45,0.39,0.39,0.33,0.32,0.61,0.67,
2005,VEGETABLES,Cauliflowers,Other,2nd,$/head,0.32,0.39,0.29,0.28,0.38,0.35,0.29,0.27,0.24,0.24,0.45,0.51,
2005,VEGETABLES,Cauliflowers,Other,Ave,$/head,0.39,0.46,0.38,0.34,0.43,0.42,0.37,0.37,0.29,0.29,0.57,0.63,
2005,VEGETABLES,Celery,All Washed,1st,$/kg,,,,,0.8,0.75,0.65,0.56,0.46,0.44,0.47,,
2005,VEGETABLES,Celery,All Washed,2nd,$/kg,,,,,,0.51,0.5,0.42,0.36,0.34,0.38,,
2005,VEGETABLES,Celery,All Washed,Ave,$/kg,,,,,,0.74,0.63,0.54,0.44,0.42,0.46,,
2005,VEGETABLES,Courgettes,All Varieties,1st,$/kg,,,,,,0.84,0.7,0.68,0.7,0.77,,,
2005,VEGETABLES,Courgettes,All Varieties,2nd,$/kg,,,,,,,0.51,0.58,0.59,0.67,,,
2005,VEGETABLES,Courgettes,All Varieties,Ave,$/kg,,,,,,,0.64,0.66,0.68,0.75,,,
2005,VEGETABLES,Cucumbers,All Varieties,1st,$/kg,0.97,1.17,0.73,0.68,0.62,0.56,0.55,0.58,0.55,0.48,0.32,,
2005,VEGETABLES,Cucumbers,All Varieties,2nd,$/kg,,0.91,0.74,0.52,0.39,0.37,0.39,0.43,0.39,0.35,,,
2005,VEGETABLES,Cucumbers,All Varieties,Ave,$/kg,,1.15,0.73,0.64,0.58,0.53,0.52,0.56,0.53,0.44,,,
2005,VEGETABLES,Dwarf, French or Kidney,1st,$/kg,,,,,,,,2.38,1.36,1.3,1.14,1.06,
2005,VEGETABLES,Dwarf, French or Kidney,2nd,$/kg,,,,,,,,1.06,1,0.81,0.72,,
2005,VEGETABLES,Dwarf, French or Kidney,Ave,$/kg,,,,,,,,1.33,1.27,1.06,1.03,,
2005,VEGETABLES,Leeks,Trimmed,1st,$/kg,0.62,0.65,0.68,0.71,0.64,,0.99,1,0.9,0.77,0.73,0.75,
2005,VEGETABLES,Leeks,Trimmed,2nd,$/kg,0.47,0.5,0.56,0.54,0.51,,,0.8,0.7,0.62,0.59,0.62,
2005,VEGETABLES,Leeks,Trimmed,Ave,$/kg,0.57,0.61,0.65,0.36,0.55,,,0.97,0.87,0.74,0.7,0.73,
2005,VEGETABLES,Lettuce,Butterhead - Indoor,1st,$/head,0.24,0.28,0.35,0.26,0.22,0.2,0.19,0.19,0.2,0.19,0.19,0.23,
2005,VEGETABLES,Lettuce,Butterhead - Indoor,2nd,$/head,0.17,0.21,0.27,0.2,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.16,
2005,VEGETABLES,Lettuce,Butterhead - Indoor,Ave,$/head,0.24,0.28,0.34,0.25,0.21,0.19,0.19,0.19,0.19,0.18,0.18,0.22,
2005,VEGETABLES,Lettuce,Cos,1st,$/head,,,0.9,0.45,0.39,0.35,0.39,0.37,0.38,0.34,,,
2005,VEGETABLES,Lettuce,Cos,2nd,$/head,,,,,0.3,0.2,0.23,0.23,0.23,0.22,,,
2005,VEGETABLES,Lettuce,Cos,Ave,$/head,,,,,0.38,0.33,0.37,0.35,0.35,0.34,,,
2005,VEGETABLES,Lettuce,Crisp-Iceberg Type,1st,$/head,,,,0.35,0.33,0.31,0.28,0.36,0.31,0.3,0.47,,
2005,VEGETABLES,Lettuce,Crisp-Iceberg Type,2nd,$/head,,,,,0.22,0.22,0.2,0.26,0.22,0.23,,,
2005,VEGETABLES,Lettuce,Crisp-Iceberg Type,Ave,$/head,,,,,0.32,0.29,0.26,0.34,0.29,0.28,,,
2005,VEGETABLES,Lettuce,Little Gem,1st,$/twin,,,0.58,0.46,0.37,0.35,0.37,0.41,0.38,0.39,0.4,,
2005,VEGETABLES,Lettuce,Little Gem,2nd,$/twin,,,,,0.2,,0.3,,0.27,0.27,,0.45,
2005,VEGETABLES,Lettuce,Little Gem,Ave,$/twin,,,,,0.37,,0.37,,0.37,0.39,,,
2005,VEGETABLES,Mushrooms,Button - Indoor,-,$/kg,1.4,1.41,1.33,1.29,1.31,1.13,0.95,1.18,1.15,1.15,1.32,,
2005,VEGETABLES,Mushrooms,Cup - Indoor,-,$/kg,1.46,1.39,1.32,1.3,1.36,1.07,0.95,1.22,1.15,1.19,1.27,,
2005,VEGETABLES,Mushrooms,Flat - Indoor,-,$/kg,1.62,1.87,,1.98,1.41,1.04,0.74,2.2,1.23,1.98,1.23,,
2005,VEGETABLES,Parsnips,All Varieties,-,$/kg,0.56,0.63,0.75,0.91,1.12,1.77,0.99,1.04,0.82,0.74,0.72,0.78,
2005,VEGETABLES,Rhubarb,Forced,-,$/kg,1.47,1.66,1.29,1.32,,,,,,,,,
2005,VEGETABLES,Rhubarb,Outdoor,-,$/kg,,,1.2,0.68,0.59,0.57,0.59,0.61,0.57,0.49,,,
2005,VEGETABLES,Runner Beans,Runner-Climbing,1st,$/kg,,,,,,3.03,1.39,1.05,0.9,1.39,,,
2005,VEGETABLES,Runner Beans,Runner-Climbing,2nd,$/kg,,,,,,2.43,1.31,0.71,0.64,0.83,,,
2005,VEGETABLES,Runner Beans,Runner-Climbing,Ave,$/kg,,,,,,3.01,1.38,0.94,0.82,1.21,,,
2005,VEGETABLES,Salad Onions,Salad,-,$/bunch,,,0.25,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.15,,
2005,VEGETABLES,Shelling Peas,All Varieties,1st,$/kg,,,,,1.66,1.29,0.89,1.17,1.09,,,,
2005,VEGETABLES,Shelling Peas,All Varieties,2nd,$/kg,,,,,1.62,1.08,0.75,1.11,1.01,,,,
2005,VEGETABLES,Shelling Peas,All Varieties,Ave,$/kg,,,,,1.65,1.26,0.86,1.16,1.07,,,,
2005,VEGETABLES,Swede,All Varieties,-,$/kg,0.21,0.21,0.21,0.21,0.23,0.29,0.36,0.31,0.28,0.26,0.25,0.25,
2005,VEGETABLES,Sweetcorn,All Varieties,-,$/cob,,,,,,,,0.19,0.15,0.13,,,
2005,VEGETABLES,Tomatoes,Round,1st,$/kg,,1.05,1.39,1.14,0.91,0.69,0.7,0.76,0.71,0.68,0.55,,
2005,VEGETABLES,Tomatoes,Round,2nd,$/kg,0.83,,0.61,0.6,0.49,0.35,0.4,0.51,0.42,0.41,0.32,,
2005,VEGETABLES,Tomatoes,Round,Ave,$/kg,,,1.23,1.1,0.78,0.62,0.64,0.72,0.66,0.62,0.44,,
2005,VEGETABLES,Tomatoes,Vine,1st,$/kg,,1.65,1.45,1.18,0.96,0.72,0.71,0.82,0.81,0.82,,1.06,
2005,VEGETABLES,Tomatoes,Vine,2nd,$/kg,0.53,,0.76,0.76,0.74,0.5,,0.56,0.56,,0.29,0.36,
2005,VEGETABLES,Tomatoes,Vine,Ave,$/kg,,,1.27,1.15,0.93,0.71,,0.8,0.79,,,0.72,
2005,VEGETABLES,Tomatoes,Cherry,1st,$/kg,,,4,2.62,1.84,1.48,1.6,1.5,1.58,2.01,,,
2005,VEGETABLES,Tomatoes,Cherry,2nd,$/kg,,,1.58,2,0.96,0.97,0.8,1.02,0.89,0.89,,,
2005,VEGETABLES,Tomatoes,Cherry,Ave,$/kg,,,3.02,2.56,1.75,1.39,1.54,1.41,1.53,1.94,,,
2005,VEGETABLES,Tomatoes,Plum,1st,$/kg,,,,,1.05,0.73,0.67,0.79,0.72,0.87,,,
2005,VEGETABLES,Tomatoes,Plum,2nd,$/kg,0.65,,0.87,0.75,,0.42,0.42,,0.54,,,,
2005,VEGETABLES,Tomatoes,Plum,Ave,$/kg,,,,,,0.64,0.61,,0.72,,,,
2005,VEGETABLES,Turnip,All Varieties,-,$/kg,0.44,0.51,0.55,0.66,0.85,0.74,0.63,0.7,0.56,0.53,0.54,0.52,
2005,VEGETABLES,Watercress,All Varieties,-,$/bunch,0.37,0.39,0.4,0.38,0.39,0.38,0.4,0.43,0.41,0.37,0.34,,
2005,CUT FLOWERS,Alstromeria,Indoor,-,$/bunch(1),0.91,0.9,0.94,0.89,0.84,0.86,0.88,0.81,0.75,0.74,0.82,0.95,
2005,CUT FLOWERS,Chrysanthemums Flowers,Indoor-bloom,-,$/bloom,0.34,0.23,0.26,0.23,0.26,0.27,0.26,0.29,0.33,0.31,0.25,0.39,
2005,CUT FLOWERS,Chrysanthemums Flowers,Indoor-spray,-,$/spray,0.2,0.18,0.19,0.17,0.17,0.21,0.2,0.16,0.13,0.12,0.14,0.19,
2005,CUT FLOWERS,Gladioli,All Varieties,-,$/bunch(1),,,,,,,0.53,0.53,0.44,0.44,,,
2005,CUT FLOWERS,Irises,Indoor,-,$/bunch(1),0.36,0.51,0.66,0.48,0.42,0.45,0.5,0.7,0.58,0.41,0.45,0.45,
2005,Narcissus-inc.Daffodils,Oriental Lilies,Homegrown,-,$/stem,0.49,0.57,0.6,0.53,0.49,0.46,0.38,0.44,0.35,0.39,0.41,0.37,
2005,Narcissus-inc.Daffodils,Pinks,All Varieties,-,$/bunch(3),,,,0.32,0.33,0.23,0.22,0.22,0.23,0.27,,,
2005,Narcissus-inc.Daffodils,Tulips,Indoor,-,$/bunch(4),0.64,0.61,0.61,0.53,0.46,0.43,,,,0.58,0.57,0.66,
2005,POT PLANTS,Begonia-Elatior,13cm,-,$ each,1.07,1.09,0.95,1.01,0.99,0.98,0.91,0.98,0.89,0.92,1.01,1.01,
2005,POT PLANTS,Cyclamen,13cm,-,$ each,1.03,,,,,,1.35,1.14,1.25,1.1,1.1,1.18,
2005,POT PLANTS,Poinsettia,13cm,-,$ each,,,,,,,,,,,1.96,2.3,
2005,POT PLANTS,Chrysanthemum,9cm,-,$ each,,,,,,,,,,,0.65,,
2005,POT PLANTS,Chrysanthemum,13cm,-,$ each,0.97,0.91,0.98,0.97,0.97,0.98,1.01,1,1.05,1.02,0.94,1.01,
2006,FRUIT,Blackberries,All Varieties,-,$/kg,,,,,,,2.82,3.46,4.26,,,,
2006,FRUIT,Blackcurrants,All Varieties,-,$/kg,,,,,,,2.87,4.22,3.93,,,,
2006,FRUIT,Cherries,Sweet Black,1st,$/kg,,,,,,2.12,1.95,3.09,,,,,
2006,FRUIT,Cherries,Sweet Black,2nd,$/kg,,,,,,1.21,1.25,,,,,,
2006,FRUIT,Cherries,Sweet Black,Ave,$/kg,,,,,,1.97,1.82,,,,,,
2006,FRUIT,Cherries,Sweet White,1st,$/kg,,,,,,1.43,1.68,1.76,,,,,
2006,FRUIT,Cherries,Sweet White,2nd,$/kg,,,,,,,1.13,1.32,,,,,
2006,FRUIT,Cherries,Sweet White,Ave,$/kg,,,,,,,1.58,1.54,,,,,
2006,FRUIT,Cooking Apples,Bramley's Seedling,1st,$/kg,0.53,0.52,0.55,0.64,0.68,0.65,0.65,0.6,0.52,0.5,0.53,0.54,
2006,FRUIT,Cooking Apples,Bramley's Seedling,2nd,$/kg,0.36,0.38,0.41,0.44,0.42,0.44,0.43,0.38,0.39,0.3,0.34,0.38,
2006,FRUIT,Cooking Apples,Bramley's Seedling,Ave,$/kg,0.49,0.48,0.5,0.55,0.55,0.57,0.55,0.53,0.49,0.45,0.48,0.51,
2006,FRUIT,Damsons,All Varieties,1st,$/kg,,,,,,,,0.96,0.87,0.96,,,
2006,FRUIT,Damsons,All Varieties,2nd,$/kg,,,,,,,,0.85,0.51,0.55,,,
2006,FRUIT,Damsons,All Varieties,Ave,$/kg,,,,,,,,0.95,0.84,0.76,,,
2006,FRUIT,Dessert Apples,Cox's Orange-group,1st,$/kg,0.56,0.5,0.56,0.7,,,,1.04,0.67,0.52,0.55,0.58,
2006,FRUIT,Dessert Apples,Cox's Orange-group,2nd,$/kg,0.36,0.36,0.38,0.46,,,,,0.5,0.35,0.37,0.37,
2006,FRUIT,Dessert Apples,Cox's Orange-group,Ave,$/kg,0.51,0.46,0.5,0.61,,,,,0.64,0.46,0.49,0.51,
2006,FRUIT,Dessert Apples,Discovery,1st,$/kg,,,,,,,0.73,0.54,0.44,,,,
2006,FRUIT,Dessert Apples,Discovery,2nd,$/kg,,,,,,,,0.39,0.33,,,,
2006,FRUIT,Dessert Apples,Discovery,Ave,$/kg,,,,,,,,0.51,0.39,,,,
2006,FRUIT,Dessert Apples,Egremont Russet,1st,$/kg,0.6,0.56,0.6,0.55,0.49,,,,0.66,0.59,0.61,0.69,
2006,FRUIT,Dessert Apples,Egremont Russet,2nd,$/kg,0.39,0.39,0.43,,,,,,0.56,0.48,0.41,0.44,
2006,FRUIT,Dessert Apples,Egremont Russet,Ave,$/kg,0.52,0.51,0.56,,,,,,0.64,0.57,0.58,0.64,
2006,FRUIT,Dessert Apples,Spartan,1st,$/kg,,,,,,,,,0.56,0.51,0.47,,
2006,FRUIT,Dessert Apples,Spartan,2nd,$/kg,,,,,,,,,0.44,0.39,0.33,,
2006,FRUIT,Dessert Apples,Spartan,Ave,$/kg,,,,,,,,,0.56,0.49,0.46,,
2006,FRUIT,Dessert Apples,Worcester Pearmain,1st,$/kg,,,,,,,,0.58,0.53,,,,
2006,FRUIT,Dessert Apples,Worcester Pearmain,2nd,$/kg,,,,,,,,,0.39,,,,
2006,FRUIT,Dessert Apples,Worcester Pearmain,Ave,$/kg,,,,,,,,,0.51,,,,
2006,FRUIT,Dessert Apples,Red Pippin,1st,$/kg,,,,,,,,,,0.42,0.48,,
2006,FRUIT,Dessert Apples,Red Pippin,2nd,$/kg,,,,,,,,,,,,,
2006,FRUIT,Dessert Apples,Red Pippin,Ave,$/kg,,,,,,,,,,,,,
2006,FRUIT,Dessert Apples,Gala,1st,$/kg,0.49,0.44,0.45,0.46,,,,,0.66,0.51,0.53,0.51,
2006,FRUIT,Dessert Apples,Gala,2nd,$/kg,0.32,0.34,,,,,,,0.48,0.34,0.35,0.38,
2006,FRUIT,Dessert Apples,Gala,Ave,$/kg,0.43,0.43,,,,,,,0.65,0.49,0.5,0.49,
2006,FRUIT,Dessert Apples,Other Early Season,-,$/kg,,,,,,,,0.48,0.45,,,,
2006,FRUIT,Dessert Apples,Other Mid Season,-,$/kg,,,,,,,,0.61,0.65,0.44,0.44,0.49,
2006,FRUIT,Dessert Apples,Other Late Season,-,$/kg,0.46,0.44,0.44,0.49,0.42,,,,,0.49,0.58,0.55,
2006,FRUIT,Dessert Apples,Jonogold - group,1st,$/kg,0.36,0.43,0.48,0.47,0.53,0.6,,,0.61,0.45,0.44,0.47,
2006,FRUIT,Dessert Apples,Jonogold - group,2nd,$/kg,0.28,0.38,0.37,,0.33,0.34,,,,,,,
2006,FRUIT,Dessert Apples,Jonogold - group,Ave,$/kg,0.36,0.43,0.44,,0.5,0.51,,,,,,,
2006,FRUIT,Gooseberries,All Varieties,-,$/kg,,,,,,2,1.69,,,,,,
2006,FRUIT,Pears,Conference,1st,$/kg,0.5,0.54,0.52,0.49,0.5,0.51,,0.67,0.51,0.47,0.44,0.45,
2006,FRUIT,Pears,Conference,2nd,$/kg,0.34,0.43,0.42,0.36,0.35,0.33,,0.46,0.39,0.33,0.34,0.33,
2006,FRUIT,Pears,Conference,Ave,$/kg,0.45,0.48,0.47,0.43,0.44,0.48,,0.64,0.47,0.39,0.38,0.37,
2006,FRUIT,Pears,Doyenne Du Comice,1st,$/kg,0.48,0.64,0.64,,,,,,0.56,0.51,0.5,0.52,
2006,FRUIT,Pears,Doyenne Du Comice,2nd,$/kg,0.35,,,,,,,,0.51,0.38,0.36,0.35,
2006,FRUIT,Pears,Doyenne Du Comice,Ave,$/kg,0.44,,,,,,,,0.55,0.48,0.46,0.5,
2006,FRUIT,Pears,William's Bon Chretien,1st,$/kg,,,,,,,,0.62,0.5,,,,
2006,FRUIT,Pears,William's Bon Chretien,2nd,$/kg,,,,,,,,0.44,0.43,,,,
2006,FRUIT,Pears,William's Bon Chretien,Ave,$/kg,,,,,,,,0.56,0.46,,,,
2006,FRUIT,Pears,Other,1st,$/kg,0.39,,,,,,,,0.45,0.4,0.37,0.39,
2006,FRUIT,Pears,Other,2nd,$/kg,0.28,0.3,,,,,,,,,,0.24,
2006,FRUIT,Pears,Other,Ave,$/kg,0.36,,,,,,,,,,,0.36,
2006,FRUIT,Plums and Gages,Czar,1st,$/kg,,,,,,,,,,,,,
2006,FRUIT,Plums and Gages,Czar,2nd,$/kg,,,,,,,,,,,,,
2006,FRUIT,Plums and Gages,Czar,Ave,$/kg,,,,,,,,,,,,,
2006,FRUIT,Plums and Gages,Majorie's Seedling,1st,$/kg,,,,,,,,0.79,0.6,,,,
2006,FRUIT,Plums and Gages,Majorie's Seedling,2nd,$/kg,,,,,,,,,0.49,0.44,,,
2006,FRUIT,Plums and Gages,Majorie's Seedling,Ave,$/kg,,,,,,,,,0.57,,,,
2006,FRUIT,Plums and Gages,Victoria,1st,$/kg,,,,,,,,0.98,0.68,,,,
2006,FRUIT,Plums and Gages,Victoria,2nd,$/kg,,,,,,,,0.64,0.45,,,,
2006,FRUIT,Plums and Gages,Victoria,Ave,$/kg,,,,,,,,0.89,0.61,,,,
2006,FRUIT,Plums and Gages,Other Varieties,-,$/kg,,,,,,,0.62,0.69,0.41,,,,
2006,FRUIT,Raspberries,All Varieties,-,$/kg,,,,,10.2,8.19,4.79,5.14,5.97,5.85,5.75,,
2006,FRUIT,Redcurrants,All Varieties,-,$/kg,,,,,,,1.89,3.36,3.55,,,,
2006,FRUIT,Strawberries,All Varieties,1st,$/kg,,,,1.85,2.28,1.64,2.18,2.27,1.93,1.47,2.39,,
2006,FRUIT,Strawberries,All Varieties,2nd,$/kg,,,,1.11,1.38,0.9,1.29,1.25,1.03,0.96,1.58,1.24,
2006,FRUIT,Strawberries,All Varieties,Ave,$/kg,,,,1.37,1.72,1.29,1.77,1.84,1.57,1.23,1.85,,
2006,VEGETABLES,Asparagus,All Varieties,1st,$/kg,,,,6.16,4.43,3.31,,,,,,,
2006,VEGETABLES,Asparagus,All Varieties,2nd,$/kg,,,,4.59,2.01,1.73,,,,,,,
2006,VEGETABLES,Asparagus,All Varieties,Ave,$/kg,,,,6.14,3.81,2.97,,,,,,,
2006,VEGETABLES,Aubergine,All Varieties,1st,$/kg,,,,,,3,,,,,,,
2006,VEGETABLES,Aubergine,All Varieties,2nd,$/kg,,,,,,,,,,,,,
2006,VEGETABLES,Aubergine,All Varieties,Ave,$/kg,,,,,,,,,,,,,
2006,VEGETABLES,Beetroot,Topped,-,$/kg,0.25,0.25,0.25,0.26,0.35,0.49,0.4,0.31,0.3,0.28,0.26,0.28,
2006,VEGETABLES,Broad Beans,Broad,-,$/kg,,,,,1.32,0.88,0.65,0.77,,,,,
2006,VEGETABLES,Brussels Sprouts,All Varieties,1st,$/kg,2.15,2.28,2.92,3.46,,,,3.35,2.99,2.53,2.52,2.68,
2006,VEGETABLES,Brussels Sprouts,All Varieties,2nd,$/kg,1.6,1.81,1.99,2.83,,,,2.42,1.79,1.84,1.97,2.17,
2006,VEGETABLES,Brussels Sprouts,All Varieties,Ave,$/kg,2.05,2.2,2.62,3.41,,,,3.29,2.83,2.4,2.41,2.58,
2006,VEGETABLES,Bulb Onions,Bulb,1st,$/kg,0.34,0.33,0.33,0.38,0.42,0.49,0.63,0.6,0.6,0.59,0.66,0.68,
2006,VEGETABLES,Bulb Onions,Bulb,2nd,$/kg,0.31,0.3,0.29,0.28,0.3,0.37,0.46,0.46,0.48,0.5,0.54,0.53,
2006,VEGETABLES,Bulb Onions,Bulb,Ave,$/kg,0.33,0.31,0.31,0.32,0.34,0.41,0.53,0.53,0.52,0.52,0.58,0.57,
2006,VEGETABLES,Cabbage,Red,1st,$/kg,0.26,0.25,0.26,0.31,0.35,0.41,0.41,0.38,0.35,0.32,0.31,0.3,
2006,VEGETABLES,Cabbage,Red,2nd,$/kg,0.26,0.21,0.2,0.25,0.28,0.33,0.35,0.34,0.32,0.31,0.28,0.28,
2006,VEGETABLES,Cabbage,Red,Ave,$/kg,0.26,0.25,0.25,0.3,0.34,0.4,0.4,0.37,0.35,0.32,0.31,0.3,
2006,VEGETABLES,Cabbage,Savoy,1st,$/head,0.28,0.28,0.3,0.31,0.33,0.38,0.36,0.34,0.32,0.31,0.3,0.3,
2006,VEGETABLES,Cabbage,Savoy,2nd,$/head,0.24,0.26,0.26,0.26,0.3,0.24,0.27,0.27,0.25,0.22,0.23,0.25,
2006,VEGETABLES,Cabbage,Savoy,Ave,$/head,0.28,0.28,0.28,0.29,0.33,0.34,0.34,0.32,0.31,0.3,0.28,0.29,
2006,VEGETABLES,Cabbage,Spring Greens,-,$/kg,0.45,0.61,0.55,0.45,0.35,0.35,0.34,0.32,0.33,0.32,0.3,0.33,
2006,VEGETABLES,Cabbage,Summer & Autumn-Pointed,1st,$/kg,,,,0.5,0.42,0.42,0.39,0.36,0.39,0.39,0.41,0.38,
2006,VEGETABLES,Cabbage,Summer & Autumn-Pointed,2nd,$/kg,,,,0.36,0.35,0.35,0.33,0.24,,0.15,0.33,0.26,
2006,VEGETABLES,Cabbage,Summer & Autumn-Pointed,Ave,$/kg,,,,0.48,0.4,0.41,0.38,0.34,,0.37,0.4,0.32,
2006,VEGETABLES,Cabbage,Summer & Autumn-Round,1st,$/head,0.28,0.22,,0.36,0.43,0.36,0.33,0.32,0.29,0.29,0.28,0.27,
2006,VEGETABLES,Cabbage,Summer & Autumn Round,2nd,$/head,0.21,,,,0.35,0.3,0.27,0.26,0.22,0.22,0.21,0.21,
2006,VEGETABLES,Cabbage,Summer & Autumn Round,Ave,$/head,0.24,,,,0.42,0.35,0.32,0.31,0.28,0.28,0.27,0.26,
2006,VEGETABLES,Cabbage,White,1st,$/kg,0.24,0.25,0.25,0.29,0.33,0.4,0.41,0.37,0.34,0.31,0.27,0.26,
2006,VEGETABLES,Cabbage,White,2nd,$/kg,0.24,0.2,0.2,0.21,0.26,0.28,0.31,0.28,0.29,0.27,0.23,0.21,
2006,VEGETABLES,Cabbage,White,Ave,$/kg,0.24,0.25,0.24,0.28,0.32,0.38,0.4,0.36,0.33,0.3,0.27,0.25,
2006,VEGETABLES,Cabbage,Winter Other,1st,$/head,0.27,0.28,0.28,0.3,0.37,,,,,0.31,0.29,0.32,
2006,VEGETABLES,Cabbage,Winter Other,2nd,$/head,0.25,0.26,0.28,0.25,0.23,,,,,,0.26,0.28,
2006,VEGETABLES,Cabbage,Winter Other,Ave,$/head,0.27,0.27,0.28,0.29,0.31,,,,,,0.28,0.31,
2006,VEGETABLES,Calabrese,All Varieties,-,$/kg,1.71,,,,,1.17,1.05,1.05,0.91,0.9,1.13,1.09,
2006,VEGETABLES,Capsicums,Green,1st,$/kg,,,,,1.53,1.08,0.85,0.9,0.88,,0.6,,
2006,VEGETABLES,Capsicums,Green,2nd,$/kg,,,,,0.76,0.87,0.53,0.54,0.56,,0.34,,
2006,VEGETABLES,Capsicums,Green,Ave,$/kg,,,,,1.29,1.07,0.55,0.56,0.71,,0.36,,
2006,VEGETABLES,Capsicums,Red,1st,$/kg,,,,,1.53,1.19,0.72,,0.86,0.93,,,
2006,VEGETABLES,Capsicums,Red,2nd,$/kg,,,,,0.9,0.82,0.79,0.54,0.58,0.61,0.39,0.33,
2006,VEGETABLES,Capsicums,Red,Ave,$/kg,,,,,1.45,1.11,0.76,,0.69,0.65,,,
2006,VEGETABLES,Carrots,Topped-Washed,1st,$/kg,0.27,0.27,0.29,0.28,0.29,0.35,0.35,0.35,0.33,0.31,0.3,0.3,
2006,VEGETABLES,Carrots,Topped-Washed,2nd,$/kg,0.2,0.17,0.22,0.23,0.25,0.21,0.27,0.26,0.23,0.22,0.19,0.23,
2006,VEGETABLES,Carrots,Topped-Washed,Ave,$/kg,0.26,0.25,0.28,0.27,0.28,0.34,0.34,0.33,0.31,0.29,0.27,0.28,
2006,VEGETABLES,Cauliflowers,Cornish,1st,$/head,0.66,0.67,0.64,0.42,0.45,0.7,0.43,0.47,0.35,0.34,0.59,0.35,
2006,VEGETABLES,Cauliflowers,Cornish,2nd,$/head,0.54,0.45,0.42,0.4,,,0.42,0.42,0.27,,0.34,,
2006,VEGETABLES,Cauliflowers,Cornish,Ave,$/head,0.64,0.63,0.64,0.42,,,0.43,0.46,0.34,0.34,0.55,0.35,
2006,VEGETABLES,Cauliflowers,Kent,1st,$/head,0.64,0.61,0.55,0.41,0.47,0.61,0.45,0.49,0.36,0.37,0.62,0.55,
2006,VEGETABLES,Cauliflowers,Kent,2nd,$/head,0.51,0.44,0.39,0.29,0.28,0.38,0.41,0.33,0.23,0.24,0.37,0.4,
2006,VEGETABLES,Cauliflowers,Kent,Ave,$/head,0.57,0.56,0.48,0.37,0.4,0.53,0.45,0.49,0.34,0.35,0.53,0.5,
2006,VEGETABLES,Cauliflowers,Other,1st,$/head,0.54,0.58,0.46,0.35,0.38,0.51,0.39,0.49,0.39,0.36,0.51,0.39,
2006,VEGETABLES,Cauliflowers,Other,2nd,$/head,0.4,0.28,0.37,0.23,0.28,0.34,0.29,0.34,0.29,0.25,0.38,0.31,
2006,VEGETABLES,Cauliflowers,Other,Ave,$/head,0.46,0.55,0.42,0.3,0.33,0.43,0.34,0.42,0.35,0.33,0.47,0.36,
2006,VEGETABLES,Celery,All Washed,1st,$/kg,,,,,0.78,0.71,0.59,0.53,0.5,0.48,0.49,0.78,
2006,VEGETABLES,Celery,All Washed,2nd,$/kg,,,,,,0.54,0.51,0.44,0.4,0.41,0.44,,
