Year,Category,Title,Type,Quality,Units,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Note
2004,VEGETABLES,Cabbage,Spring Greens,-,$/kg,0.39,0.45,0.41,0.36,0.28,0.28,0.27,0.27,0.31,0.29,0.31,0.59,
2004,VEGETABLES,Cabbage,Summer & Autumn-Pointed,1st,$/kg,,,,0.43,0.35,0.34,0.33,0.31,0.33,0.33,0.35,,
2004,VEGETABLES,Cabbage,Summer & Autumn-Pointed,2nd,$/kg,,,,0.43,0.32,0.28,0.24,0.27,0.25,,0.25,,
2004,VEGETABLES,Cabbage,Summer & Autumn-Pointed,Ave,$/kg,,,,0.43,0.35,0.33,0.32,0.3,0.32,,0.35,,
2004,VEGETABLES,Cabbage,Summer & Autumn-Round,1st,$/head,0.26,0.24,0.23,0.23,0.33,0.29,0.26,0.25,0.24,0.25,0.25,0.23,
2004,VEGETABLES,Cabbage,Summer & Autumn Round,2nd,$/head,0.19,0.18,0.18,0.17,0.2,0.21,0.19,0.17,0.19,0.2,0.2,0.2,
2004,VEGETABLES,Cabbage,Summer & Autumn Round,Ave,$/head,0.25,0.22,0.21,0.21,0.32,0.27,0.25,0.24,0.23,0.24,0.24,0.22,
2004,VEGETABLES,Cabbage,White,1st,$/kg,0.25,0.25,0.24,0.23,0.25,0.24,0.23,0.22,0.22,0.22,0.23,0.23,
2004,VEGETABLES,Cabbage,White,2nd,$/kg,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.21,0.21,0.2,0.19,
2004,VEGETABLES,Cabbage,White,Ave,$/kg,0.25,0.25,0.24,0.23,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,
2004,VEGETABLES,Cabbage,Winter Other,1st,$/head,0.28,0.26,0.27,0.25,,,,,0.23,0.26,0.25,0.25,
2004,VEGETABLES,Cabbage,Winter Other,2nd,$/head,0.16,0.21,0.26,0.2,,,,,,,0.19,0.2,
2004,VEGETABLES,Cabbage,Winter Other,Ave,$/head,0.27,0.26,0.26,0.24,,,,,,,0.24,0.24,
2004,VEGETABLES,Calabrese,All Varieties,-,$/kg,,,,,,1.03,1,0.86,1.08,0.88,0.94,1.82,
2004,VEGETABLES,Capsicums,Green,1st,$/kg,,,1.38,1.28,1.35,1.04,0.7,0.73,0.83,0.49,0.7,1.05,
2004,VEGETABLES,Capsicums,Green,2nd,$/kg,,,,,0.87,0.65,0.47,0.37,0.47,0.51,0.54,0.68,
2004,VEGETABLES,Capsicums,Green,Ave,$/kg,,,,,1.17,0.95,0.57,0.51,0.63,0.5,0.56,0.9,
2004,VEGETABLES,Capsicums,Red,1st,$/kg,,,,1.68,1.69,1.06,0.81,0.71,0.81,0.83,0.8,,
2004,VEGETABLES,Capsicums,Red,2nd,$/kg,,,,,0.62,0.75,0.56,0.39,0.43,0.52,0.52,,
2004,VEGETABLES,Capsicums,Red,Ave,$/kg,,,,,1.23,0.81,0.63,0.43,0.57,0.67,0.54,,
2004,VEGETABLES,Carrots,Topped-Washed,1st,$/kg,0.24,0.24,0.24,0.23,0.25,0.29,0.25,0.23,0.23,0.23,0.24,0.24,
2004,VEGETABLES,Carrots,Topped-Washed,2nd,$/kg,0.17,0.17,0.17,0.17,0.17,0.2,0.18,0.18,0.15,0.15,0.17,0.17,
2004,VEGETABLES,Carrots,Topped-Washed,Ave,$/kg,0.22,0.22,0.22,0.21,0.23,0.27,0.24,0.23,0.22,0.21,0.22,0.22,
2004,VEGETABLES,Cauliflowers,Cornish,1st,$/head,0.41,0.37,0.37,0.31,,,,0.3,,0.3,0.37,0.69,
2004,VEGETABLES,Cauliflowers,Cornish,2nd,$/head,0.4,0.32,0.42,0.2,,,,,,,0.4,0.53,
2004,VEGETABLES,Cauliflowers,Cornish,Ave,$/head,0.41,0.36,0.38,0.28,,,,,,,0.38,0.68,
2004,VEGETABLES,Cauliflowers,Kent,1st,$/head,0.41,0.41,0.42,0.32,0.41,0.46,0.44,0.35,0.53,0.38,0.34,0.8,
2004,VEGETABLES,Cauliflowers,Kent,2nd,$/head,0.32,0.26,0.29,0.24,0.33,0.49,,0.23,,0.27,0.22,0.63,
2004,VEGETABLES,Cauliflowers,Kent,Ave,$/head,0.39,0.38,0.4,0.3,0.38,0.47,,0.34,,0.36,0.32,0.78,
2004,VEGETABLES,Cauliflowers,Other,1st,$/head,0.4,0.34,0.34,0.29,0.37,0.41,0.37,0.34,0.48,0.38,0.3,0.65,
2004,VEGETABLES,Cauliflowers,Other,2nd,$/head,0.29,0.23,0.26,0.22,0.28,0.34,0.29,0.22,0.36,0.26,0.23,0.47,
2004,VEGETABLES,Cauliflowers,Other,Ave,$/head,0.37,0.32,0.34,0.27,0.32,0.39,0.34,0.31,0.45,0.34,0.28,0.59,
2004,VEGETABLES,Celery,All Washed,1st,$/kg,,,0.52,,0.63,0.56,0.51,0.47,0.47,0.45,0.49,0.63,
2004,VEGETABLES,Celery,All Washed,2nd,$/kg,,,0.42,,,0.42,0.4,0.37,0.4,0.38,0.39,0.31,
2004,VEGETABLES,Celery,All Washed,Ave,$/kg,,,0.51,,,0.54,0.5,0.46,0.46,0.44,0.48,0.58,
2004,VEGETABLES,Chinese Leaf,All Varieties,-,$/kg,0.56,,,0.48,0.42,0.41,0.41,0.38,0.42,,,,
2004,VEGETABLES,Courgettes,All Varieties,1st,$/kg,,,,,,0.87,0.79,0.6,0.8,0.64,,,
2004,VEGETABLES,Courgettes,All Varieties,2nd,$/kg,,,,,,0.55,0.57,0.41,0.59,0.63,,,
2004,VEGETABLES,Courgettes,All Varieties,Ave,$/kg,,,,,,0.86,0.76,0.56,0.75,0.63,,,
2004,VEGETABLES,Cucumbers,All Varieties,1st,$/kg,,0.82,0.51,0.6,0.64,0.44,0.49,0.48,0.51,0.61,0.54,,
2004,VEGETABLES,Cucumbers,All Varieties,2nd,$/kg,,0.62,0.4,0.41,0.46,0.28,0.26,0.35,0.3,0.47,0.34,,
2004,VEGETABLES,Cucumbers,All Varieties,Ave,$/kg,,0.8,0.5,0.58,0.6,0.4,0.43,0.46,0.47,0.6,0.47,,
2004,VEGETABLES,Dwarf, French or Kidney Beans,1st,$/kg,,,,,,,1.83,1.46,1.26,1.02,1.09,1.07,
2004,VEGETABLES,Dwarf, French or Kidney,2nd,$/kg,,,,,,,,0.9,0.8,0.85,0.8,,
2004,VEGETABLES,Dwarf, French or Kidney,Ave,$/kg,,,,,,,,1.23,1,1.07,1.03,,
2004,VEGETABLES,Leeks,Trimmed,1st,$/kg,0.72,0.66,0.68,0.63,0.66,0.68,0.9,0.82,0.71,0.7,0.69,0.68,
2004,VEGETABLES,Leeks,Trimmed,2nd,$/kg,0.52,0.49,0.47,0.41,0.5,0.5,0.63,0.71,0.58,0.54,0.53,0.53,
2004,VEGETABLES,Leeks,Trimmed,Ave,$/kg,0.67,0.62,0.63,0.57,0.61,0.67,0.89,0.79,0.67,0.64,0.65,0.64,
2004,VEGETABLES,Lettuce,Butterhead - Indoor,1st,$/head,0.25,0.22,0.19,0.18,0.2,0.19,0.19,0.18,0.19,0.21,0.21,0.23,
2004,VEGETABLES,Lettuce,Butterhead - Indoor,2nd,$/head,0.18,0.17,0.15,0.14,0.16,0.13,0.13,0.12,0.12,0.14,0.15,0.18,
2004,VEGETABLES,Lettuce,Butterhead - Indoor,Ave,$/head,0.24,0.22,0.19,0.18,0.2,0.19,0.18,0.18,0.19,0.21,0.21,0.22,
2004,VEGETABLES,Lettuce,Cos,1st,$/head,,,,0.25,0.39,0.37,0.35,0.36,0.39,0.42,,,
2004,VEGETABLES,Lettuce,Cos,2nd,$/head,,,,,0.25,0.22,0.22,0.22,0.2,,,,
2004,VEGETABLES,Lettuce,Cos,Ave,$/head,,,,,0.38,0.35,0.33,0.34,0.39,,,,
2004,VEGETABLES,Lettuce,Crisp-Iceberg Type,1st,$/head,,,,,0.3,0.28,0.24,0.27,0.36,0.31,0.33,,
2004,VEGETABLES,Lettuce,Crisp-Iceberg Type,2nd,$/head,,,,,0.18,0.2,0.15,0.19,0.25,0.22,0.24,,
2004,VEGETABLES,Lettuce,Crisp-Iceberg Type,Ave,$/head,,,,,0.28,0.26,0.22,0.25,0.34,0.28,0.26,,
2004,VEGETABLES,Lettuce,Little Gem,1st,$/twin,,,0.45,0.41,0.4,0.37,0.33,0.34,0.38,0.4,0.41,0.53,
2004,VEGETABLES,Lettuce,Little Gem,2nd,$/twin,,,,,,0.31,0.23,,,0.33,,,
2004,VEGETABLES,Lettuce,Little Gem,Ave,$/twin,,,,,,0.37,0.32,,,0.39,,,
2004,VEGETABLES,Mushrooms,Button - Indoor,-,$/kg,1.48,1.42,1.37,1.46,1.25,1.22,1.34,1.39,1.61,1.48,1.36,1.52,
2004,VEGETABLES,Mushrooms,Cup - Indoor,-,$/kg,1.43,1.44,1.38,1.38,1.24,1.14,1.3,1.38,1.52,1.46,1.34,1.52,
2004,VEGETABLES,Mushrooms,Flat - Indoor,-,$/kg,1.38,1.53,1.55,1.38,1.33,1.69,1.41,1.6,1.47,1.46,2.2,1.86,
2004,VEGETABLES,Parsley,All Varieties,-,$/kg,1.69,1.3,1.39,2.16,2.29,1.8,1.51,1.59,1.44,,,,
2004,VEGETABLES,Parsnips,All Varieties,-,$/kg,0.45,0.44,0.44,0.42,0.54,0.66,1.02,0.91,0.66,0.53,0.56,0.61,
2004,VEGETABLES,Radish,Bunches,-,$/bunch,,,0.25,0.23,0.21,0.23,0.23,0.21,0.21,,,,
2004,VEGETABLES,Radish,Prepack,-,$/kg,,,,0.85,0.86,0.84,0.72,0.8,0.9,,,,
2004,VEGETABLES,Rhubarb,Forced,-,$/kg,1.56,1.46,1.33,0.71,,,,,,0.42,,,
2004,VEGETABLES,Rhubarb,Outdoor,-,$/kg,,,0.97,0.64,0.55,0.65,0.54,0.54,0.58,0.51,,,
2004,VEGETABLES,Runner Beans,Runner-Climbing,1st,$/kg,,0.84,,,,3.72,1.95,0.93,1.36,1.21,,,
2004,VEGETABLES,Runner Beans,Runner-Climbing,2nd,$/kg,,,,,,2.43,1.41,0.72,0.86,0.85,,,
2004,VEGETABLES,Runner Beans,Runner-Climbing,Ave,$/kg,,,,,,3.23,1.85,0.89,1.25,1.11,,,
2004,VEGETABLES,Salad Onions,Salad,-,$/bunch,,,0.22,0.18,0.17,0.17,0.16,0.16,0.15,0.16,,,
2004,VEGETABLES,Shelling Peas,All Varieties,1st,$/kg,,,,,1.98,1.37,1.24,0.93,1.16,1.3,,,
2004,VEGETABLES,Shelling Peas,All Varieties,2nd,$/kg,,,,,,0.95,0.92,0.86,0.85,0.96,,,
2004,VEGETABLES,Shelling Peas,All Varieties,Ave,$/kg,,,,,,1.21,1.12,0.89,0.96,1.08,,,
2004,VEGETABLES,Swede,All Varieties,-,$/kg,0.23,0.23,0.22,0.21,0.22,0.3,0.36,0.29,0.26,0.25,0.23,0.23,
2004,VEGETABLES,Sweetcorn,All Varieties,-,$/cob,,,,,,,,0.18,0.15,0.16,,,
2004,VEGETABLES,Tomatoes,Round,1st,$/kg,,,1.3,0.9,0.71,0.63,0.55,0.48,0.64,0.65,0.59,,
2004,VEGETABLES,Tomatoes,Round,2nd,$/kg,,,0.8,0.54,0.36,0.36,0.31,0.25,0.36,0.28,0.4,,
2004,VEGETABLES,Tomatoes,Round,Ave,$/kg,,,1.26,0.85,0.61,0.53,0.47,0.42,0.58,0.57,0.53,,
2004,VEGETABLES,Tomatoes,Vine,1st,$/kg,,,1.5,0.98,0.89,0.8,0.75,0.65,0.6,0.79,,,
2004,VEGETABLES,Tomatoes,Vine,2nd,$/kg,,,,0.72,0.75,0.3,0.5,0.29,0.31,0.55,,,
2004,VEGETABLES,Tomatoes,Vine,Ave,$/kg,,,,0.98,0.88,0.8,0.68,0.63,0.58,0.78,,,
2004,VEGETABLES,Tomatoes,Cherry,1st,$/kg,,,3.64,2.69,2.1,1.8,1.65,1.73,1.56,1.88,,,
2004,VEGETABLES,Tomatoes,Cherry,2nd,$/kg,,,,,,,,,,1.44,,,
2004,VEGETABLES,Tomatoes,Cherry,Ave,$/kg,,,,,,,,,,1.87,,,
2004,VEGETABLES,Tomatoes,Plum,1st,$/kg,,,,1.23,0.9,0.69,0.73,0.62,0.66,0.99,0.88,0.63,
2004,VEGETABLES,Tomatoes,Plum,2nd,$/kg,,,,0.67,0.38,0.36,0.33,0.31,0.31,,0.25,,
2004,VEGETABLES,Tomatoes,Plum,Ave,$/kg,,,,1.18,0.63,0.54,0.64,0.57,0.58,,0.41,,
2004,VEGETABLES,Turnip,All Varieties,-,$/kg,0.45,0.41,0.4,0.46,0.55,0.53,0.57,0.55,0.44,0.47,0.48,0.49,
2004,VEGETABLES,Watercress,All Varieties,-,$/bunch,0.33,0.32,0.33,0.33,0.31,0.33,0.34,0.32,0.32,0.34,0.35,0.4,
2004,CUT FLOWERS,Alstromeria,Indoor,-,$/bunch(1),0.93,0.96,0.95,0.86,0.71,0.72,0.81,0.71,0.8,0.86,0.92,0.95,
2004,CUT FLOWERS,Anemones,10 Stems,-,$/bunch(3),0.39,0.41,0.32,0.32,0.41,0.46,,,,,,,
2004,CUT FLOWERS,Asian Lillies,Homegrown,-,$/bunch(1),1.07,0.93,1.06,0.91,0.98,0.79,0.73,0.72,0.73,,,,
2004,CUT FLOWERS,Chrysanthemums Flowers,Indoor-bloom,-,$/bloom,0.28,0.31,0.42,0.33,0.32,0.31,0.28,0.31,0.32,0.29,0.33,0.42,
2004,CUT FLOWERS,Chrysanthemums Flowers,Indoor-spray,-,$/spray,0.2,0.23,0.22,0.24,0.15,0.15,0.15,0.15,0.15,0.17,0.16,0.19,
2004,CUT FLOWERS,Gladioli,All Varieties,-,$/bunch(1),,,0.58,,,0.49,0.58,0.37,0.39,0.56,,,
2004,CUT FLOWERS,Irises,Indoor,-,$/bunch(1),0.36,,0.38,0.37,0.35,0.38,0.52,0.3,,0.47,0.45,0.37,
2004,Narcissus-inc.Daffodils,Oriental Lilies,Homegrown,-,$/stem,0.5,0.47,0.45,0.36,0.38,0.38,0.43,0.39,0.37,0.37,0.49,0.49,
2004,Narcissus-inc.Daffodils,Pinks,All Varieties,-,$/bunch(3),0.39,0.39,0.44,0.24,0.28,0.22,0.24,0.23,0.21,0.21,0.2,,
2004,Narcissus-inc.Daffodils,Soleil d'Or,Indoor,-,$/bunch(2),0.25,0.23,0.25,0.19,,,,,,,,,
2004,Narcissus-inc.Daffodils,Tulips,Indoor,-,$/bunch(4),0.62,0.57,0.59,0.45,0.4,,,,,0.75,0.61,0.69,
2004,POT PLANTS,Begonia-Elatior,13cm,-,$ each,1.37,1.03,1.02,1.05,1.14,0.91,0.96,0.97,1.01,0.99,1.05,1.12,
2004,POT PLANTS,Cyclamen,13cm,-,$ each,0.91,0.78,1.64,,,,,1,1.24,1.14,1.2,1.24,
2004,POT PLANTS,Poinsettia,13cm,-,$ each,,,,,,,,,,,1.87,2.12,
2004,POT PLANTS,Chrysanthemum,9cm,-,$ each,,,,,,,,,1,,,,
2004,POT PLANTS,Chrysanthemum,13 cm,-,$ each,1.02,0.91,1.06,1.07,1.08,0.94,0.93,0.92,0.95,0.96,1.02,1.05,
2005,FRUIT,Blackberries,All Varieties,-,$/kg,,,,,,,3.74,4.5,4.11,9.33,,,
2005,FRUIT,Blackcurrants,All Varieties,-,$/kg,,,,,,,3.63,2.21,,,,,
2005,FRUIT,Cherries,Sweet Black,1st,$/kg,,,,,,1.67,1.69,,,,,,
2005,FRUIT,Cherries,Sweet Black,2nd,$/kg,,,,,,1.16,1,,,,,,
2005,FRUIT,Cherries,Sweet Black,Ave,$/kg,,,,,,1.55,1.56,,,,,,
2005,FRUIT,Cherries,Sweet White,1st,$/kg,,,,,,1.54,1.23,,,,,,
2005,FRUIT,Cherries,Sweet White,2nd,$/kg,,,,,,0.83,0.93,,,,,,
2005,FRUIT,Cherries,Sweet White,Ave,$/kg,,,,,,1.45,1.19,,,,,,
2005,FRUIT,Cooking Apples,Bramley's Seedling,1st,$/kg,0.51,0.5,0.53,0.58,0.59,0.54,0.55,0.58,0.49,0.48,0.5,0.53,
2005,FRUIT,Cooking Apples,Bramley's Seedling,2nd,$/kg,0.36,0.33,0.32,0.36,0.39,0.36,0.37,0.41,0.31,0.31,0.32,0.34,
2005,FRUIT,Cooking Apples,Bramley's Seedling,Ave,$/kg,0.46,0.44,0.42,0.46,0.47,0.43,0.46,0.53,0.45,0.44,0.45,0.49,
2005,FRUIT,Damsons,All Varieties,1st,$/kg,,,,,,,1.43,1.04,0.89,,,,
2005,FRUIT,Damsons,All Varieties,2nd,$/kg,,,,,,,,0.8,0.66,,,,
2005,FRUIT,Damsons,All Varieties,Ave,$/kg,,,,,,,,0.99,0.87,,,,
2005,FRUIT,Dessert Apples,Cox's Orange-group,1st,$/kg,0.56,0.59,0.53,0.48,,,,0.75,0.62,0.48,0.51,0.57,
2005,FRUIT,Dessert Apples,Cox's Orange-group,2nd,$/kg,0.32,0.33,0.3,0.27,,,,,0.44,0.34,0.33,0.38,
2005,FRUIT,Dessert Apples,Cox's Orange-group,Ave,$/kg,0.49,0.53,0.4,0.3,,,,,0.57,0.45,0.47,0.52,
2005,FRUIT,Dessert Apples,Discovery,1st,$/kg,,,,,,,0.83,0.48,0.38,,,,
2005,FRUIT,Dessert Apples,Discovery,2nd,$/kg,,,,,,,,0.32,0.25,,,,
2005,FRUIT,Dessert Apples,Discovery,Ave,$/kg,,,,,,,,0.45,0.3,,,,
2005,FRUIT,Dessert Apples,Egremont Russet,1st,$/kg,0.58,0.52,0.48,,,,,0.66,0.63,0.52,0.67,0.68,
2005,FRUIT,Dessert Apples,Egremont Russet,2nd,$/kg,0.35,0.32,0.29,,,,,,0.54,0.45,0.46,0.45,
2005,FRUIT,Dessert Apples,Egremont Russet,Ave,$/kg,0.54,0.47,0.42,,,,,,0.62,0.5,0.65,0.65,
2005,FRUIT,Dessert Apples,Spartan,1st,$/kg,0.44,,,,,,,,0.28,0.44,0.43,0.5,
2005,FRUIT,Dessert Apples,Spartan,2nd,$/kg,,,,,,,,,,0.34,0.32,,
2005,FRUIT,Dessert Apples,Spartan,Ave,$/kg,,,,,,,,,,0.43,0.42,,
2005,FRUIT,Dessert Apples,Worcester Pearmain,1st,$/kg,,,,,,,,0.47,0.41,0.46,,,
2005,FRUIT,Dessert Apples,Worcester Pearmain,2nd,$/kg,,,,,,,,0.5,0.39,0.3,,,
2005,FRUIT,Dessert Apples,Worcester Pearmain,Ave,$/kg,,,,,,,,0.47,0.41,0.43,,,
2005,FRUIT,Dessert Apples,Red Pippin,1st,$/kg,,,,,,,,,0.62,0.44,,,
2005,FRUIT,Dessert Apples,Red Pippin,2nd,$/kg,,,,,,,,,,,,,
2005,FRUIT,Dessert Apples,Red Pippin,Ave,$/kg,,,,,,,,,,,,,
2005,FRUIT,Dessert Apples,Gala,1st,$/kg,0.41,0.43,0.44,0.4,,,,,0.4,0.45,0.44,0.45,
2005,FRUIT,Dessert Apples,Gala,2nd,$/kg,0.27,0.26,0.28,0.26,0.26,,,,0.51,0.4,0.32,0.26,
2005,FRUIT,Dessert Apples,Gala,Ave,$/kg,0.39,0.4,0.37,0.29,,,,,0.4,0.44,0.42,0.39,
2005,FRUIT,Dessert Apples,Other Early Season,-,$/kg,,,,,,,,0.53,0.5,0.47,,,
2005,FRUIT,Dessert Apples,Other Mid Season,-,$/kg,,0.39,,,,,,,,0.44,,,
2005,FRUIT,Dessert Apples,Other Late Season,-,$/kg,0.44,0.48,0.48,0.47,0.43,,,,,0.37,0.43,0.51,
2005,FRUIT,Dessert Apples,Jonogold - group,1st,$/kg,0.44,0.48,0.45,0.48,0.46,0.44,0.44,,,0.45,0.41,0.39,
2005,FRUIT,Dessert Apples,Jonogold - group,2nd,$/kg,,0.29,,0.36,0.33,0.35,,,,0.32,0.33,,
2005,FRUIT,Dessert Apples,Jonogold - group,Ave,$/kg,,0.42,,0.47,0.45,0.38,,,,0.43,0.4,,
2005,FRUIT,Gooseberries,All Varieties,-,$/kg,,,,,,1.71,1.57,,,,,,
2005,FRUIT,Pears,Conference,1st,$/kg,0.43,0.47,0.44,0.48,0.54,0.49,0.44,0.6,0.45,0.45,0.44,0.47,
2005,FRUIT,Pears,Conference,2nd,$/kg,0.28,0.3,0.3,0.34,0.4,0.38,0.29,0.37,0.34,0.29,0.32,0.33,
2005,FRUIT,Pears,Conference,Ave,$/kg,0.36,0.41,0.36,0.39,0.48,0.44,0.4,0.58,0.42,0.41,0.4,0.42,
2005,FRUIT,Pears,Doyenne Du Comice,1st,$/kg,0.47,0.53,0.56,,,,,,0.55,0.48,0.5,0.52,
2005,FRUIT,Pears,Doyenne Du Comice,2nd,$/kg,0.31,0.27,0.28,,,,,,,0.35,0.34,0.35,
2005,FRUIT,Pears,Doyenne Du Comice,Ave,$/kg,0.4,0.49,0.46,,,,,,,0.45,0.45,0.46,
2005,FRUIT,Pears,William's Bon Chretien,1st,$/kg,,,,,,,,0.41,0.47,,,,
2005,FRUIT,Pears,William's Bon Chretien,2nd,$/kg,,,,,,,,0.49,0.28,,,,
2005,FRUIT,Pears,William's Bon Chretien,Ave,$/kg,,,,,,,,0.42,0.41,,,,
2005,FRUIT,Pears,Other,1st,$/kg,0.33,,0.33,,,,,0.51,0.39,0.39,0.44,,
2005,FRUIT,Pears,Other,2nd,$/kg,0.39,0.31,0.22,,,,,,,,0.36,,
2005,FRUIT,Pears,Other,Ave,$/kg,0.33,,0.3,,,,,,,,0.43,,
2005,FRUIT,Plums and Gages,Czar,1st,$/kg,,,,,,,,,,,,,
2005,FRUIT,Plums and Gages,Czar,2nd,$/kg,,,,,,,,,,,,,
2005,FRUIT,Plums and Gages,Czar,Ave,$/kg,,,,,,,,,,,,,
2005,FRUIT,Plums and Gages,Majorie's Seedling,1st,$/kg,,,,,,,,0.71,0.6,,,,
2005,FRUIT,Plums and Gages,Majorie's Seedling,2nd,$/kg,,,,,,,,,0.49,,,,
2005,FRUIT,Plums and Gages,Majorie's Seedling,Ave,$/kg,,,,,,,,,0.6,,,,
2005,FRUIT,Plums and Gages,Victoria,1st,$/kg,,,,,,,,0.82,0.71,,,,
2005,FRUIT,Plums and Gages,Victoria,2nd,$/kg,,,,,,,,0.56,0.46,,,,
2005,FRUIT,Plums and Gages,Victoria,Ave,$/kg,,,,,,,,0.75,0.63,,,,
2005,FRUIT,Plums and Gages,Other Varieties,-,$/kg,,,,,,,0.66,0.61,0.5,,,,
2005,FRUIT,Raspberries,All Varieties,-,$/kg,,,,,6.78,6.72,4.38,5.91,4.82,5.4,6.35,4.6,
2005,FRUIT,Redcurrants,All Varieties,-,$/kg,,,,,,,4.32,7.2,4.48,,,,
2005,FRUIT,Strawberries,All Varieties,1st,$/kg,,,,4.78,2.2,2.12,1.55,2.45,1.58,1.66,,,
2005,FRUIT,Strawberries,All Varieties,2nd,$/kg,,,,1.91,1.37,1.2,0.79,1.4,0.9,0.96,1.1,2.28,
2005,FRUIT,Strawberries,All Varieties,Ave,$/kg,,,,2.82,1.8,1.73,1.32,2.01,1.33,1.48,,,
2005,VEGETABLES,Asparagus,All Varieties,1st,$/kg,,,,4.2,3.16,2.82,,,,,,,
2005,VEGETABLES,Asparagus,All Varieties,2nd,$/kg,,,,2.54,2.24,1.75,,,,,,,
2005,VEGETABLES,Asparagus,All Varieties,Ave,$/kg,,,,4.11,2.99,2.48,,,,,,,
2005,VEGETABLES,Aubergine,All Varieties,1st,$/kg,,,6.17,4.75,3.98,4.16,3.68,5.67,5.44,4.59,3.75,,
2005,VEGETABLES,Aubergine,All Varieties,2nd,$/kg,,,,,,,,,,,,,
2005,VEGETABLES,Aubergine,All Varieties,Ave,$/kg,,,,,,,,,,,,,
2005,VEGETABLES,Beetroot,Topped,-,$/kg,0.24,0.25,0.25,0.24,0.22,0.25,0.29,0.26,0.25,0.25,0.25,0.26,
2005,VEGETABLES,Broad Beans,Broad,-,$/kg,,,,,1.29,0.63,0.53,0.79,0.76,0.62,,,
2005,VEGETABLES,Brussels Sprouts,All Varieties,1st,$/kg,1.53,1.57,1.95,,,,,2.63,2.25,2.09,1.84,1.96,
2005,VEGETABLES,Brussels Sprouts,All Varieties,2nd,$/kg,1.12,1.2,1.29,1.62,,,,2.15,1.74,1.5,1.44,1.4,
2005,VEGETABLES,Brussels Sprouts,All Varieties,Ave,$/kg,1.45,1.47,1.71,,,,,2.54,2.13,2,1.76,1.85,
2005,VEGETABLES,Bulb Onions,Bulb,1st,$/kg,0.24,0.23,0.23,0.22,0.22,0.33,0.4,0.44,0.41,0.37,0.36,0.35,
2005,VEGETABLES,Bulb Onions,Bulb,2nd,$/kg,0.24,0.23,0.2,0.19,0.18,0.25,0.34,0.43,0.39,0.35,0.33,0.33,
2005,VEGETABLES,Bulb Onions,Bulb,Ave,$/kg,0.24,0.23,0.21,0.2,0.2,0.27,0.37,0.43,0.4,0.36,0.34,0.34,
2005,VEGETABLES,Cabbage,Red,1st,$/kg,0.23,0.22,0.24,0.24,0.31,0.35,0.35,0.33,0.29,0.27,0.26,0.27,
2005,VEGETABLES,Cabbage,Red,2nd,$/kg,0.2,0.2,0.19,0.19,0.23,0.28,0.28,0.24,0.25,0.21,0.21,0.26,
2005,VEGETABLES,Cabbage,Red,Ave,$/kg,0.23,0.22,0.23,0.23,0.3,0.34,0.34,0.3,0.28,0.26,0.26,0.27,
2005,VEGETABLES,Cabbage,Savoy,1st,$/head,0.26,0.28,0.3,0.34,0.39,0.42,0.37,0.3,0.29,0.28,0.27,0.28,
2005,VEGETABLES,Cabbage,Savoy,2nd,$/head,0.2,0.25,0.29,0.28,0.32,,0.3,0.27,0.26,0.22,0.22,0.24,
2005,VEGETABLES,Cabbage,Savoy,Ave,$/head,0.25,0.27,0.3,0.32,0.34,,0.36,0.29,0.29,0.27,0.26,0.27,
2005,VEGETABLES,Cabbage,Spring Greens,-,$/kg,0.52,0.66,0.54,0.4,0.38,0.37,0.33,0.31,0.36,0.33,0.32,0.32,
2005,VEGETABLES,Cabbage,Summer & Autumn-Pointed,1st,$/kg,,,,0.51,0.46,0.42,0.37,0.34,0.35,0.37,0.34,0.39,
2005,VEGETABLES,Cabbage,Summer & Autumn-Pointed,2nd,$/kg,,,,0.3,0.27,0.31,0.34,0.32,0.33,,0.43,,
2005,VEGETABLES,Cabbage,Summer & Autumn-Pointed,Ave,$/kg,,,,0.5,0.45,0.41,0.37,0.34,0.35,,0.35,,
2005,VEGETABLES,Cabbage,Summer & Autumn-Round,1st,$/head,0.21,,,0.22,0.43,0.41,0.33,0.28,0.28,0.26,0.25,0.26,
2005,VEGETABLES,Cabbage,Summer & Autumn Round,2nd,$/head,0.18,,,0.32,0.3,0.28,0.27,0.2,0.21,0.2,0.19,0.21,
2005,VEGETABLES,Cabbage,Summer & Autumn Round,Ave,$/head,0.2,,,0.25,0.42,0.39,0.32,0.27,0.27,0.25,0.25,0.25,
2005,VEGETABLES,Cabbage,White,1st,$/kg,0.22,0.21,0.22,0.22,0.28,0.31,0.34,0.33,0.29,0.27,0.26,0.26,
2005,VEGETABLES,Cabbage,White,2nd,$/kg,0.19,0.2,0.19,0.19,0.23,0.26,0.27,0.26,0.27,0.26,0.24,0.26,
2005,VEGETABLES,Cabbage,White,Ave,$/kg,0.22,0.21,0.21,0.22,0.27,0.3,0.34,0.32,0.28,0.27,0.25,0.26,
2005,VEGETABLES,Cabbage,Winter Other,1st,$/head,0.25,0.25,0.27,0.26,0.37,,,,,0.27,0.27,0.29,
2005,VEGETABLES,Cabbage,Winter Other,2nd,$/head,0.2,0.22,0.2,0.23,0.24,,,,,,,0.26,
2005,VEGETABLES,Cabbage,Winter Other,Ave,$/head,0.24,0.25,0.26,0.25,0.34,,,,,,,0.29,
